"item_description","total_sales","cumulative_sales","share_sales","abc_category","transaction_frequency","share_freq","cumulative_percentf","xyz_category","combined_category"
"black velvet","54789989.569999516","141362372.66999125","3.4193325394959473","Category A","258764","2.46100972880807217000","2.46100972880807217000","X","Category AX"
"fireball cinnamon whiskey","45112350.21999754","186474722.88998878","2.815370622461977","Category A","225632","2.14590339896748751700","4.60691312777555968700","X","Category AX"
"hawkeye vodka","20885815.41999891","402326683.35998976","1.3034415381347757","Category A","213769","2.03307874633864362800","6.63999187411420331400","X","Category AX"
"titos handmade vodka","86572383.09999175","86572383.09999175","5.402807499667744","Category A","213269","2.02832342927597634700","8.66831530339017966200","X","Category AX"
"five oclock vodka","10056047.700001668","617002700.9599887","0.6275776175392214","Category A","124219","1.18140146041493375000","9.84971676380511341100","X","Category AX"
"crown royal","41694626.47999623","228169349.369985","2.6020773897581475","Category A","121219","1.15286955803893006900","11.00258632184404348000","X","Category AX"
"crown royal regal apple","32956100.98999703","261125450.35998204","2.0567236711378047","Category A","118439","1.12642999517049999100","12.12901631701454347100","X","Category AX"
"smirnoff 80prf","14258558.89999885","504238441.7899895","0.8898478498667478","Category A","115843","1.10174038898113147300","13.23075670599567494400","X","Category AX"
"captain morgan original spiced","30700546.19999995","354755062.4299894","1.9159590543057559","Category A","111762","1.06292749111564113200","14.29368419711131607600","X","Category AX"
"jim beam","18739143.369999837","459081470.3499901","1.1694720730957195","Category A","109494","1.04135737291938234900","15.33504157003069842500","X","Category AX"
"hennessy vs","30776179.280004323","324054516.22998947","1.9206791620033643","Category A","105051","0.99910162550052089700","16.33414319553121932200","X","Category AX"
"seagrams 7 crown","9884675.089999918","626887376.0499886","0.6168825992273692","Category A","91549","0.87068904354025366400","17.20483223907147298600","X","Category AX"
"absolut swedish vodka 80prf","19158628.370000526","421485311.7299903","1.1956512843273677","Category A","86629","0.82389672364360762700","18.02872896271508061300","X","Category AX"
"bacardi superior rum","12670582.020000115","516909023.8099896","0.790745421478624","Category A","85776","0.81578415273469724700","18.84451311544977786000","X","Category AX"
"jack daniels old #7 black label","32152886.590003103","293278336.94998515","2.0065966834226114","Category A","85255","0.81082911235539794100","19.65534222780517580100","X","Category AX"
"fireball cinnamon whiskey mini dispenser","10669167.000000099","596745824.5399868","0.6658411541730289","Category A","84473","0.80339179646938631500","20.45873402427456211600","X","Category AX"
"admiral nelson spiced rum","8810920.90999938","645042948.4299878","0.5498717704991597","Category A","80670","0.76722285489073898200","21.22595687916530109800","X","Category AX"
"jagermeister liqueur","14885197.960001107","489979882.8899906","0.9289551274041414","Category A","77806","0.73998439875578080100","21.96594127792108189900","X","Category AX"
"five star","4807123.810000528","792987737.2499884","0.30000288362750066","Category A","71042","0.67565446953201783500","22.64159574745309973400","X","Category AX"
"jameson","26685805.510001473","381440867.9399909","1.6654072000950209","Category A","69063","0.65683292459798074000","23.29842867205108047500","X","Category AX"
"mccormick 80prf vodka pet","5088227.0600009635","783318618.769988","0.3175459694581075","Category A","63348","0.60247965057169372800","23.90090832262277420300","X","Category AX"
"malibu coconut rum","11780912.609997822","541182395.8699875","0.7352229512812452","Category A","62094","0.59055331537852418900","24.49146163800129839200","X","Category AX"
"jose cuervo especial reposado","11735169.39000053","552917565.2599881","0.7323682093507281","Category A","60279","0.57329151444104196200","25.06475315244234035400","X","Category AX"
"southern comfort","7011446.150000212","707396563.1999878","0.4375701867763564","Category A","58099","0.55255833204781262100","25.61731148449015297500","X","Category AX"
"new amsterdam 80prf","5657859.58999998","756838489.5699881","0.35309558464634516","Category A","57878","0.55045648190611368300","26.16776796639626665800","X","Category AX"
"barton vodka","8587190.909999873","662423096.4299879","0.5359092332717639","Category A","57305","0.54500688855229698000","26.71277485494856363700","X","Category AX"
"black velvet toasted caramel","6600039.90000029","713996603.0999881","0.41189515400819904","Category A","55231","0.52528183337635310200","27.23805668832491673900","X","Category AX"
"paramount white rum","4238504.430000704","870159642.8799871","0.26451649708352476","Category A","54363","0.51702660295556270300","27.75508329128047944200","X","Category AX"
"seagrams extra dry gin","4212316.359999258","874371959.2399864","0.262882152550786","Category A","53439","0.50823877702375357000","28.26332206830423301200","X","Category AX"
"phillips vodka","5316625.319999688","773014654.449987","0.3317998433592903","Category A","51539","0.49016857218561790500","28.75349064048985091700","X","Category AX"
"grey goose","10937341.46999925","575395084.7299873","0.6825773809678644","Category A","49142","0.46737158218719096400","29.22086222267704188100","X","Category AX"
"e & j vs","3924553.4399999613","894618175.1899866","0.2449234501721907","Category A","48585","0.46207415897937961400","29.68293638165642149500","X","Category AX"
"patron silver","18857015.25","440342326.9799903","1.176828218952641","Category A","48482","0.46109456366447015400","30.14403094532089164900","X","Category AX"
"uv blue raspberry","4468303.889999797","844135016.4599862","0.27885781704544244","Category A","47091","0.44786527159612978100","30.59189621691702142900","X","Category AX"
"captain morgan spiced rum","16013214.579999363","475094684.9299895","0.9993523653690164","Category A","47071","0.44767505891362308900","31.03957127583064451900","X","Category AX"
"canadian ltd whisky","4636550.6199995205","826122655.4599878","0.2893577555025735","Category A","46402","0.44131244468377426900","31.48088372051441878700","X","Category AX"
"fireball cinnamon whiskey pet","10200828.720000181","606946653.259987","0.6366131084503823","Category A","44145","0.41984694346289416600","31.90073066397731295300","X","Category AX"
"dr mcgillicuddys cherry","7697347.409999171","686161561.5899868","0.4803758984693534","Category A","43642","0.41506309449785088200","32.31579375847516383500","X","Category AX"
"jose cuervo especial silver","6586808.089999972","720583411.189988","0.41106938348249544","Category A","43259","0.41142052162784774500","32.72721428010301158000","X","Category AX"
"jose cuervo authentic lime margarita","4702767.869999728","821486104.8399882","0.29349024027540543","Category A","42955","0.40852928885374603900","33.13574356895675761900","X","Category AX"
"blue ox vodka","4861994.669999981","788180613.4399879","0.3034272631270907","Category A","42819","0.40723584261270053900","33.54297941156945815800","X","Category AX"
"paul masson grande amber brandy vs","3911762.900000005","898529938.0899866","0.2441252184155721","Category A","42251","0.40183380242951050900","33.94481321399896866700","X","Category AX"
"tanqueray gin","9344651.46999979","636232027.5199884","0.5831808162839043","Category A","40639","0.38650266021947119700","34.33131587421843986400","X","Category AX"
"mccormick vodka pet","3351524.0600004313","923144968.9399865","0.20916184443915278","Category A","40308","0.38335464032398545800","34.71467051454242532200","X","Category AX"
"kessler blend whiskey","4468140.860000143","848603157.3199863","0.2788476426725852","Category A","39854","0.37903681243108356700","35.09370732697350888900","X","Category AX"
"rumchata","6330497.040000183","733431828.0399877","0.3950735287583957","Category A","39840","0.37890366355332888400","35.47261099052683777300","X","Category AX"
"baileys original irish cream","10681572.80999951","586076657.5399867","0.6666153757077053","Category A","37897","0.36042450144780383300","35.83303549197464160600","X","Category AX"
"ten high","3376592.2199997874","919793444.879986","0.21072629765156994","Category A","37026","0.35214073912463743100","36.18517623109927903700","X","Category AX"
"mccormick 80prf vodka","2591463.7099999967","999414257.969986","0.16172801378625917","Category A","36705","0.34908782557040503700","36.53426405666968407400","X","Category AX"
"new amsterdam peach","2614308.759999988","994213469.999986","0.16315372719566917","Category A","36654","0.34860278323001297400","36.88286683989969704800","X","Category AX"
"canadian club whisky","4741551.950000071","812068258.5699887","0.2959106763404673","Category A","35818","0.34065189310123328200","37.22351873300093033000","X","Category AX"
"makers mark","12492459.450000111","529401483.2599897","0.7796291518023628","Category A","35687","0.33940600003081445500","37.56292473303174478500","X","Category AX"
"paramount peppermint schnapps","1859110.3800000087","1073843713.8099856","0.11602332226632621","Category A","35023","0.33309093897159230700","37.89601567200333709100","X","Category AX"
"bacardi limon","4363993.740000054","857346638.9799863","0.27234803135478924","Category A","33376","0.31742692456716628600","38.21344259657050337700","X","Category AX"
"crown royal regal apple mini","1767675.0500001817","1086454313.949986","0.11031702807679145","Category A","33288","0.31658998876413684400","38.53003258533464022100","X","Category AX"
"svedka 80prf","7734492.920000249","678464214.1799877","0.48269407469168296","Category A","33050","0.31432645784230721900","38.84435904317694744000","X","Category AX"
"christian bros brandy","2339823.010000079","1031444135.6399858","0.14602362616866424","Category A","32720","0.31118794858094681400","39.15554699175789425400","X","Category AX"
"smirnoff 80prf mini","1613444.0900001135","1108411306.1599865","0.10069178550484008","Category A","32469","0.30880077941548783900","39.46434777117338209400","X","Category AX"
"jack daniels tennessee honey","5707769.9900001325","751180629.9799881","0.3562103918605671","Category A","31692","0.30141101670010288600","39.76575878787348498000","X","Category AX"
"dekuyper luscious peachtree","4175729.639999818","878547688.8799863","0.26059884928335825","Category A","30933","0.29419244539897395500","40.05995123327245893500","X","Category AX"
"evan williams black","4379487.9200000055","852982645.2399863","0.2733149918207874","Category A","30494","0.29001727701795208300","40.34996851029041101700","X","Category AX"
"rumple minze peppermint schnapps liqueur","7173764.760000475","693335326.3499873","0.4477001632427793","Category A","30178","0.28701191663434636200","40.63698042692475737900","X","Category AX"
"paramount blackberry brandy","2016667.4500000211","1054707473.6499857","0.1258561406425807","Category A","28731","0.27325002905498725300","40.91023045597974463200","X","Category AX"
"black velvet mini","1309580.5500000005","1152358200.019987","0.08172827596517539","Category A","28677","0.27273645481221918700","41.18296691079196381900","X","Category AX"
"jack daniels old #7 black label mini","1701919.8000000692","1095130976.299986","0.10621337579044045","Category A","28477","0.27083432798715227500","41.45380123877911609300","X","Category AX"
"windsor canadian pet","3763409.500000031","902293347.5899866","0.23486678248693074","Category A","28454","0.27061558340226958000","41.72441682218138567300","X","Category AX"
"mccormick vodka","1942764.0800000778","1060586514.5599855","0.1212439806512676","Category A","27580","0.26230328917672717400","41.98672011135811284700","X","Category AX"
"kahlua coffee","5342852.30999919","767698029.1299874","0.3334366168104653","Category A","27548","0.26199894888471646800","42.24871906024282931500","X","Category AX"
"smirnoff 80prf pet","7049790.700000312","700385117.0499876","0.4399631926622247","Category A","27053","0.25729118499267586100","42.50601024523550517500","X","Category AX"
"crown royal mini","1326500.2200002202","1149733349.4499872","0.0827841983817214","Category A","26787","0.25476135631533686800","42.76077160155084204300","X","Category AX"
"nikolai vodka","3618278.2599999905","905911625.8499866","0.22580943505313492","Category A","26420","0.25127095359133908400","43.01204255514218112700","X","Category AX"
"jim beam mini","924533.1000000319","1236195249.1899881","0.05769824264398373","Category A","26360","0.25070031554381901000","43.26274287068600013700","X","Category AX"
"paramount amaretto","1432771.0800000012","1137297041.5199866","0.08941634802163366","Category A","26344","0.25054814539781365700","43.51329101608381379500","X","Category AX"
"jim beam apple","2826088.2099999622","975095917.2199862","0.17637045474507493","Category A","25764","0.24503197760511961200","43.75832299368893340700","X","Category AX"
"crown royal vanilla","4804680.92999994","797792418.1799884","0.2998504284227881","Category A","25575","0.24323446775543138000","44.00155746144436478800","X","Category AX"
"absolut swedish vodka 80prf mini","1059482.1600000649","1203748024.569987","0.06612014079826198","Category A","25336","0.24096142619947642100","44.24251888764384120800","X","Category AX"
"remy martin vsop","8306624.829999521","670729721.2599875","0.5183996711354477","Category A","25276","0.24039078815195634700","44.48290967579579755500","X","Category AX"
"sailor jerry spiced navy rum","2796772.8200000776","980711029.5399863","0.17454094049034863","Category A","25260","0.24023861800595099400","44.72314829380174854900","X","Category AX"
"admiral nelson spiced","2514918.409999839","1012087493.6399857","0.15695097628196053","Category A","24312","0.23122253685513383100","44.95437083065688238000","X","Category AX"
"skol vodka","2402428.8400001894","1024368521.8599857","0.14993072951658573","Category A","24185","0.23001468632121634200","45.18438551697809872200","X","Category AX"
"captain morgan original spiced mini","874706.4000000876","1249793465.5099885","0.054588658977649154","Category A","23057","0.21928669102783895800","45.40367220800593767900","X","Category AX"
"paramount gin","1294820.1400000982","1153653020.1599872","0.08080710860221237","Category A","22832","0.21714679834963868100","45.62081900635557636100","X","Category AX"
"jack daniels old #7 black lbl","8792957.0900003","653835905.5199881","0.5487506847910116","Category A","22793","0.21677588361875063400","45.83759488997432699400","X","Category AX"
"paramount gold rum","1507968.5400001006","1125531212.5799868","0.09410926955499666","Category A","22372","0.21277190665198478400","46.05036679662631177800","X","Category AX"
"beams 8 star bl whiskey","1573114.7499999679","1116362004.7799866","0.09817491288556875","Category A","22228","0.21140237533793660700","46.26176917196424838500","X","Category AX"
"old crow","1956117.7999999109","1058643750.4799855","0.12207735933370757","Category A","22180","0.21094586489992054800","46.47271503686416893300","X","Category AX"
"captain morgan original spiced pet","3198171.5500000296","939500551.309987","0.19959142415666986","Category A","21890","0.20818778100357352600","46.68090281786774245900","X","Category AX"
"ketel one","5215737.259999822","778230391.7099869","0.32550362339079714","Category A","21586","0.20529654822947181900","46.88619936609721427800","X","Category AX"
"hawkeye vodka mini","810104.4000000469","1264063022.729989","0.05055697869352643","Category A","21384","0.20337540013615423800","47.08957476623336851600","X","Category AX"
"bombay sapphire gin","4102911.81","882650600.6899862","0.25605443564999275","Category A","21178","0.20141620950633531900","47.29099097573970383500","X","Category AX"
"seagrams extra smooth vodka","1592847.6900000502","1113197331.5299866","0.09940640579826585","Category A","21103","0.20070291194693522700","47.49169388768663906200","X","Category AX"
"hawkeye vodka pet","1598831.279999916","1110010137.4399865","0.0997798295596156","Category A","20953","0.19927631682813504300","47.69097020451477410400","X","Category AX"
"fireball cinnamon","3318918.300000156","929795027.0699867","0.20712698484127864","Category A","20845","0.19824916834259891000","47.88921937285737301400","X","Category AX"
"johnnie walker red","2818339.50000003","977914256.7199862","0.17588687341115194","Category A","20776","0.19759293458795082500","48.08681230744532384000","X","Category AX"
"wild turkey 101","3150391.8999999464","942650943.2099869","0.19660959274452322","Category A","20671","0.19659431800479069700","48.28340662545011453700","X","Category AX"
"hawkeye blended whiskey","1553906.149999961","1119474758.5199866","0.09697614297278619","Category A","20371","0.19374112776719032900","48.47714775321730486500","X","Category AX"
"black velvet reserve","2713323.139999798","988901113.3399861","0.1693330145813479","Category A","20330","0.19335119176805161200","48.67049894498535647700","X","Category AX"
"crown royal peach","6161808.950000262","739593636.989988","0.38454604591547176","Category A","20035","0.19054555470107791600","48.86104449968643439300","X","Category AX"
"seagrams 7 crown bl whiskey","2089645.230000075","1046517897.4399854","0.13041053643226333","Category A","19772","0.18804425792611492700","49.04908875761254932000","X","Category AX"
"malibu coconut","4503870.349999415","835176038.2499866","0.2810774479478357","Category A","19766","0.18798719412136292000","49.23707595173391223900","X","Category AX"
"lauders","1746826.200000052","1091711265.7999861","0.10901589347581776","Category A","19429","0.18478211042112517300","49.42185806215503741200","X","Category AX"
"bacardi superior mini","556537.3199999298","1325241397.8199887","0.03473236959259464","Category B","19307","0.18362181305783435600","49.60547987521287176800","X","Category BX"
"bulleit bourbon","4762166.5399999535","807326706.6199887","0.2971971912481752","Category A","19086","0.18151996291613541800","49.78699983812900718700","X","Category AX"
"jose cuervo authentic strawberry margarita","1717790.699999913","1093429056.499986","0.10720384659042517","Category A","18700","0.17784885814375627800","49.96484869627276346500","X","Category AX"
"arrow peppermint schnapps","965068.8299999924","1224897154.9399877","0.06022799564610842","Category A","18676","0.17762060292474824900","50.14246929919751171400","X","Category AX"
"jim beam apple mini","739571.7000000157","1280237427.6399891","0.04615517540607575","Category A","18646","0.17733528390098821200","50.31980458309849992600","X","Category AX"
"templeton 4yr rye","3980873.8800001964","890693621.7499866","0.24843829503058396","Category A","18623","0.17711653931610551700","50.49692112241460544300","X","Category AX"
"99 bananas mini","780259.0499999896","1268826575.959989","0.04869439070603538","Category A","18288","0.17393047688411843900","50.67085159929872388200","X","Category AX"
"dekuyper buttershots","1512452.9999999234","1122515216.3099866","0.09438913564221085","Category A","17881","0.17005964879510727300","50.84091124809383115500","X","Category AX"
"jose cuervo especial reposado mini","1036173","1208964308.9099872","0.06466546322153581","Category A","17757","0.16888033016356578800","51.00979157825739694300","X","Category AX"
"skrewball peanut butter whiskey","5516687.25","762355176.8199881","0.34428530416213365","Category A","17719","0.16851892606680307500","51.17831050432420001800","X","Category AX"
"ryans cream liqueur","2126036.739999898","1040238383.1999853","0.13268165703805956","Category A","17651","0.16787220294628032400","51.34618270727048034200","X","Category AX"
"bacardi gold rum","1823823.8100001095","1079325410.4299858","0.11382115873326501","Category A","17593","0.16732058616701092000","51.51350329343749126200","X","Category AX"
"jim beam peach","2485245.3100000005","1017063456.4499856","0.15509913806893194","Category A","17540","0.16681652255836818800","51.68031981599585945000","X","Category AX"
"dr mcgillicuddys mentholmint","3438795.929999792","916416852.6599863","0.21460830550281526","Category A","17499","0.16642658655922947100","51.84674640255508892200","X","Category AX"
"new amsterdam pink whitney","2367281.3800000018","1029104312.6299857","0.14773724755751855","Category A","17474","0.16618882070609610700","52.01293522326118502900","X","Category AX"
"new amsterdam gin","1701062.8099999945","1096832039.1099858","0.10615989277618408","Category A","17431","0.16577986343870672100","52.17871508669989175000","X","Category AX"
"everclear 151","2176075.5400000014","1038112346.4599854","0.13580447743683127","Category A","17220","0.16377311963826112900","52.34248820633815287900","X","Category AX"
"five oclock vodka pet","1187101.2999997814","1177063261.7799869","0.07408459345627923","Category A","17177","0.16336416237087174300","52.50585236870902462200","X","Category AX"
"smirnoff raspberry","1758221.0700002448","1088212535.0199862","0.10972702428786521","Category A","17131","0.16292667320110635300","52.66877904191013097500","X","Category AX"
"southern comfort pet","2906503.279999946","963627287.8999864","0.18138899677574083","Category A","16884","0.16057754657214871700","52.82935658848227969100","X","Category AX"
"black velvet pet","1664451.1999998624","1101858387.3599856","0.10387503617410629","Category A","16531","0.15722029272590561700","52.98657688120818530800","X","Category AX"
"jack daniels tennessee fire","4317030.390000047","861663669.3699864","0.2694171435762179","Category A","16328","0.15528963399846270100","53.14186651520664800900","X","Category AX"
"burnetts vodka 80prf","1253201.4899999825","1161235072.129987","0.07820977275104422","Category A","16291","0.15493774053582532200","53.29680425574247333200","X","Category AX"
"dewars white label scotch","2869954.5","972269829.0099863","0.1791080612670193","Category A","16138","0.15348261351464913500","53.45028686925712246600","X","Category AX"
"dekuyper sour apple pucker","1505984.6099999556","1127037197.1899867","0.0939854564924497","Category A","15938","0.15158048668958222300","53.60186735594670468900","X","Category AX"
"uv vodka pet","3104464.2999997986","945755407.5099868","0.19374334403058938","Category A","15751","0.14980199810814466000","53.75166935405484934900","X","Category AX"
"caliber vodka","1648683.3100001868","1105171290.0099862","0.10289099402008835","Category A","15559","0.14797595635608042400","53.89964531041092977300","X","Category AX"
"scoresby rare scotch","1315270.019999995","1151048619.4699872","0.08208334429163695","Category A","15456","0.14699636104117096400","54.04664167145210073700","X","Category AX"
"cedar ridge bourbon","6517919.809999485","727101330.9999875","0.4067702051244738","Category A","15418","0.14663495694440825100","54.19327662839650898900","X","Category AX"
"fris danish vodka","4549512.439999442","830672167.8999872","0.28392587855956825","Category A","15315","0.14565536162949879100","54.33893199002600778000","X","Category AX"
"platinum 7x vodka","4715078.399999741","816783336.9699885","0.2942585155778438","Category A","15273","0.14525591499623474000","54.48418790502224252000","X","Category AX"
"southern comfort mini","584665.879999994","1316085460.6999886","0.036487816185160664","Category B","15268","0.14520836182560806700","54.62939626684785058700","X","Category BX"
"captain morgan spiced rum mini","527796.0000000102","1337199401.2599885","0.03293868188659073","Category B","15248","0.14501814914310137600","54.77441441599095196300","X","Category BX"
"bacardi superior pet","3450910.1699999743","912978056.7299864","0.21536433074299102","Category A","15120","0.14380078797505855200","54.91821520396601051500","X","Category AX"
"pinnacle","2739779.6600000635","983450809.1999863","0.17098411253607843","Category A","15097","0.14358204339017585700","55.06179724735618637300","X","Category AX"
"jose cuervo especial reposado square","1429490.25","1138726531.7699866","0.08921159805063346","Category A","15031","0.14295434153790377600","55.20475158889409014900","X","Category AX"
"jack daniels old #7 black label flat","1891005.8500000066","1070123036.5099856","0.11801385410050685","Category A","15025","0.14289727773315176900","55.34764886662724191800","X","Category AX"
"tequila rose liqueur","1469530.7199999774","1132973301.6299868","0.09171044287688984","Category A","15019","0.14284021392839976200","55.49048908055564168000","X","Category AX"
"new amsterdam vodka","1591558.5","1114788890.0299866","0.09932595005532155","Category A","14854","0.14127095929771955900","55.63176003985336123900","X","Category AX"
"kinky pink","1120650","1188546020.699987","0.06993750209589913","Category A","14803","0.14078591695732749700","55.77254595681068873500","X","Category AX"
"remy martin vsop flask","4062147.180000166","886712747.8699864","0.2535103974613951","Category A","14687","0.13968268339878868800","55.91222864020947742300","X","Category AX"
"seagrams extra dry gin mini","488114.54999998957","1349870857.2499883","0.03046224277308985","Category B","14563","0.13850336476724720200","56.05073200497672462500","X","Category BX"
"jose cuervo especial reposado flask","1342281.75","1147068852.7899868","0.08376909178058464","Category A","14493","0.13783762037847378300","56.18856962535519840800","X","Category AX"
"1800 silver","2294881.559999742","1033739017.1999855","0.14321892108358744","Category A","14346","0.13643955716204960300","56.32500918251724801100","X","Category AX"
"wild turkey american honey","1751904.5800000043","1089964439.599986","0.10933282491015536","Category A","14321","0.13620179130891623900","56.46121097382616424900","X","Category AX"
"five oclock gin","673286.5600000303","1288008667.7999885","0.042018453755537276","Category B","14247","0.13549800438364148100","56.59670897820980573000","X","Category BX"
"grey goose vodka","3615520.7099998784","909527146.5599865","0.22563734192957952","Category A","14144","0.13451840906873202100","56.73122738727853775100","X","Category AX"
"new amsterdam pineapple","1040508.3900000027","1207928135.9099872","0.06493602615127456","Category A","14111","0.13420455814259598100","56.86543194542113373200","X","Category AX"
"popov 80prf","1074238.1300000018","1198415081.759987","0.06704103106979868","Category A","14021","0.13334860107131587000","56.99878054649244960300","X","Category AX"
"crown royal canadian whisky","4772121.900000274","802564540.0799887","0.29781848514982856","Category A","13931","0.13249264400003576000","57.13127319049248536300","X","Category AX"
"jose cuervo golden margarita","1664219.3400003414","1103522606.699986","0.10386056626003638","Category A","13914","0.13233096321990507200","57.26360415371239043500","X","Category AX"
"johnnie walker black","2609324.259999834","996822794.2599859","0.16284265462242348","Category A","13878","0.13198858039139302800","57.39559273410378346300","X","Category AX"
"remy martin 1738 accord royal","3331139.8299999847","926476108.7699865","0.20788970583354038","Category A","13846","0.13168424009938232200","57.52727697420316578600","X","Category AX"
"dekuyper watermelon pucker","1784283.4999999283","1082903606.3899858","0.11135352788196426","Category A","13777","0.13102800634473423800","57.65830498054790002300","X","Category AX"
"99 bananas","870093.6500000528","1252408668.7599885","0.05430078657074664","Category A","13771","0.13097094253998223000","57.78927592308788225400","X","Category AX"
"kraken black spiced rum","1861566.9199999603","1071984603.4299855","0.11617662996399745","Category A","13685","0.13015302800520345800","57.91942895109308571200","X","Category AX"
"courvoisier vs cognac","1832416.5500000017","1075676130.3599856","0.11435741427402435","Category A","13509","0.12847915639914457600","58.04790810749223028700","X","Category AX"
"dusse vsop","3229896.510000067","936302379.7599869","0.20157131480628832","Category A","13506","0.12845062449676857200","58.17635873198899885900","X","Category AX"
"disaronno amaretto","2019649.050000021","1052690806.1999856","0.12604221627390996","Category A","13460","0.12801313532700318200","58.30437186731600204100","X","Category AX"
"red stag black cherry","1908187.8899999452","1066327680.2399855","0.11908615049858612","Category A","13267","0.12617758294081361200","58.43054945025681565300","X","Category AX"
"absolut citron","2937319.669999742","960720784.6199864","0.18331218540751593","Category A","13247","0.12598737025830692100","58.55653682051512257400","X","Category AX"
"titos handmade vodka mini","982195.200000026","1220027114.6499877","0.06129681779198135","Category A","13185","0.12539771094253617800","58.68193453145765875200","X","Category AX"
"paul masson peach grande amber brandy","815261.1999999975","1260815318.4599888","0.05087880416160717","Category A","13175","0.12530260460128283200","58.80723713605894158400","X","Category AX"
"rumchata mini","506871.4199999628","1343399340.3699884","0.031632821129343486","Category B","13151","0.12507434938227480300","58.93231148544121638700","X","Category BX"
"uv red cherry","1021141.8899999999","1213070261.7499876","0.06372740201854762","Category A","13084","0.12443713689587738700","59.05674862233709377500","X","Category AX"
"new amsterdam red berry","820168.6800000016","1259180047.0099888","0.0511850700722714","Category A","13080","0.12439909435937604900","59.18114771669646982400","X","Category AX"
"captain morgan original spiced barrel","11540178","564457743.2599881","0.7201991907036533","Category A","13057","0.12418034977449335400","59.30532806647096317800","X","Category AX"
"fireball cinnamon whiskey mini sleeve","2698047.899999981","991599161.2399861","0.1683797177183643","Category A","12949","0.12315320128895722200","59.42848126775992040000","X","Category AX"
"canadian reserve whisky","907142.5000000352","1244431412.9699883","0.05661293043772066","Category A","12838","0.12209752090104508600","59.55057878866096548500","X","Category AX"
"tequila rose liqueur mini","238404.14999999676","1438914630.6199875","0.01487832127809381","Category B","12807","0.12180269124315971400","59.67238147990412520000","X","Category BX"
"buffalo trace bourbon","2736981","986187790.1999863","0.17080945382049356","Category A","12805","0.12178366997490904500","59.79416514987903424500","X","Category AX"
"gentleman jack","2083382.8900000618","1048601280.3299855","0.13001971644665125","Category A","12739","0.12115596812263696400","59.91532111800167120900","X","Category AX"
"jose cuervo especial reposado tequila","2368509.3900000025","1026737031.2499857","0.14781388518028107","Category A","12716","0.12093722353775426900","60.03625834153942547800","X","Category AX"
"jim beam honey","1484594.8499999829","1130021614.6999867","0.09265056479135758","Category A","12710","0.12088015973300226200","60.15713850127242774000","X","Category AX"
"jose cuervo authentic light lime margarita","1432870.559999871","1135864270.4399867","0.08942255636741459","Category A","12570","0.11954867095545542300","60.27668717222788316300","X","Category AX"
"kinky blue mini","250542.59999998566","1433576858.9899876","0.015635857415438378","Category B","12348","0.11743731017963115100","60.39412448240751431400","X","Category BX"
"new amsterdam 80prf mini","474010.7099999698","1352740778.4699883","0.029582050617143203","Category B","12222","0.11623897027983899600","60.51036345268735331000","X","Category BX"
"kinky blue","889335","1248918759.1099885","0.055501600344850285","Category A","12207","0.11609631076795897800","60.62645976345531228800","X","Category AX"
"jack daniels tennessee fire mini","526344.3299999869","1337725745.5899885","0.032848086095157915","Category B","12178","0.11582050237832427600","60.74228026583363656400","X","Category BX"
"grand marnier cordon rouge","2549931.4999997877","1001964189.4699857","0.1591360724808231","Category A","12067","0.11476482199041214000","60.85704508782404870400","X","Category AX"
"beefeater gin","1692881.9699998954","1098524921.0799856","0.1056493430821198","Category A","12038","0.11448901360077743700","60.97153410142482614100","X","Category AX"
"paul masson grande amber brandy","923415.1900000127","1237118664.3799882","0.05762847613975014","Category A","11997","0.11409907760163872000","61.08563317902646486100","X","Category AX"
"black velvet traveler","1196010.3000000236","1174688348.2499871","0.07464058614462019","Category A","11814","0.11235863155670249600","61.19799181058316735700","X","Category AX"
"e & j vsop","756146.95999999","1277239516.0999892","0.04718960389042704","Category A","11804","0.11226352521544915000","61.31025533579861650700","X","Category AX"
"pendleton canadian whisky","1528004.7900000042","1121002763.3099866","0.09535969143190937","Category A","11793","0.11215890824007047000","61.42241424403868697700","X","Category AX"
"swell vodka","1347025.2299999897","1145726571.0399868","0.0840651227826291","Category A","11775","0.11198771682581444800","61.53440196086450142500","X","Category AX"
"juarez triple sec","1246941.5300001432","1162482013.6599872","0.07781910129643395","Category A","11767","0.11191163175281177100","61.64631359261731319600","X","Category AX"
"uv blue (raspberry) vodka","1120032.020000004","1189666052.719987","0.0698989352128001","Category A","11476","0.10914403722233941400","61.75545762983965261100","X","Category AX"
"fleischmanns 80prf vodka","1390636.560000004","1144379545.8099868","0.08678681776614844","Category A","11453","0.10892529263745671900","61.86438292247710933000","X","Category AX"
"smirnoff strawberry","1089370.6000001275","1196265714.909987","0.06798541794558499","Category A","11412","0.10853535663831800300","61.97291827911542733300","X","Category AX"
"knob creek","2549646.5799999926","1004513836.0499858","0.15911829119935","Category A","11352","0.10796471859079792900","62.08088299770622526200","X","Category AX"
"dekuyper triple sec","596788.5","1312539704.599989","0.03724436440419267","Category B","11277","0.10725142103139783700","62.18813441873762309900","X","Category BX"
"ancient age bourbon","1023740.5800000527","1212049119.8599875","0.06388958101049452","Category A","11210","0.10661420854500042100","62.29474862728262352000","X","Category AX"
"dr mcgillicuddys cherry schnapps","1783032.5099999267","1084686638.8999858","0.11127545612383545","Category A","11185","0.10637644269186705700","62.40112506997449057700","X","Category AX"
