"item_description","total_sales","cumulative_sales","share_sales","abc_category","transaction_frequency","share_freq","cumulative_percentf","xyz_category","combined_category"
"los amantes joven","1920.4799999999998","1601021209.5599878","0.00011985327624604682","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"burnetts sweet tea","962.3699999999999","1601776972.319986","6.005956711910985e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"ole smoky tennessee bourbon ball","1350","1601471834.509987","8.425077216745982e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"ole smoky hunch punch moonshine mini","2271.49","1600704182.1899867","0.0001417591010893802","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"breckenridge rum cask finish","3240","1599751590.3499868","0.00020220185320190355","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"appleton 12yr estate rare casks","2277","1600699638.1999867","0.00014210296905578222","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"bozal tobasiche mezcal","3186","1599799807.4899867","0.00019883182231520514","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"koval cranberry gin liqueur","2592","1600401116.3099868","0.00016176148256152284","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"sooh pearl plum","609","1602053798.0699842","3.800645944443187e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"pearl red berry","3996.3599999999997","1598911120.939987","0.00024940475248825904","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"trave amaretto","3132","1599884990.599987","0.0001954617914285068","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"caliber peach schnapps","225.41999999999996","1602297643.5799804","1.4068006712584288e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"jack daniels sinatra select whiskey","8100","1594608339.7999861","0.0005055046330047589","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"millet armagnac xo","1254","1601566541.3799863","7.825960614666267e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"tempus fugit liqueur de violettes","2573.2200000000003","1600419187.619987","0.0001605894607087044","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"bushmills 16yr irish whiskey","4500","1598430533.539987","0.0002808359072248661","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"hiram walker triple sec","633.5999999999999","1602033169.2299845","3.954169573726113e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"amaretto gozio","939.5999999999999","1601806408.469986","5.863853742855203e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"hochstadters slow & low rock & rye cans","1260","1601552714.0999866","7.86340540229625e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"lot 40","1804.2000000000003","1601094169.249988","0.00011259647640335632","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"glenmorangie grand vintage 1996","4949.919999999999","1597932052.3899868","0.0003089145053090019","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"sooh dulce vida organic blanco tequila","1800","1601101373.569988","0.00011233436288994643","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"dekuyper creme de cassis","935.28","1601812025.0699859","5.836893495761616e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"ella plum","1278","1601537509.7999866","7.975739765186196e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"tattersall barreled gin","1799.4","1601104972.3699882","0.00011229691810231645","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"yeni raki","2482.5600000000004","1600512340.4399865","0.00015493155329781414","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"burnetts orange cream","1293.1200000000001","1601527243.1099868","8.070100630013752e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"takovo dunja quince brandy","652.5","1602015138.0599854","4.0721206547605576e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"sagamore spirit cask strength straight rye whiskey","2732.4","1600276109.1199868","0.00017052356286693867","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"stara sokolova dunja","2983.5","1600004378.8999872","0.0001861942064900862","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"charles baur fine dalsace","726","1601963215.5399861","4.5308193032278395e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"hy xo 2019 eoy ice experience vap","4499.700000000001","1598435033.2399871","0.0002808171848310511","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"great king st glasgow","1612.8000000000002","1601276491.299988","0.00010065158914939201","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"sweet grass vodka","740.3699999999999","1601955889.6599863","4.6204995696016455e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"phillips raspberry long island iced tea","672.2999999999998","1602005203.1399856","4.195688453939498e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"torres 20 hors dage brandy","2499.100000000001","1600482448.6899867","0.000155963781276814","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"mccormick rum silver","1326","1601494571.4599867","8.275298066226054e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"hawkeye blended whiskey disco","685.8000000000001","1601992330.6799858","4.2799392261069595e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"hangar one mandarin flavored vodka","2916","1600089769.759987","0.0001819816678817132","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"conciere scotch","700.7","1601986812.3399858","4.372927115388082e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"1792 full proof buy the barrel","47736","1563682878.6399865","0.002979107303841379","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"jethros vodka","9540","1593009809.2499866","0.000595372123316716","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"ron abuelo anejo 7yr","2890.0799999999995","1600115904.139987","0.00018036405305609795","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"johnnie walker blue year of the rat","1560","1601308119.8999882","9.735644783795358e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"dekuyper anisette","2458.56","1600539505.6499863","0.00015343376179261482","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"99 long island iced tea mini","1350","1601471834.509987","8.425077216745982e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"glenkinchie distillers edition","509.92","1602127176.319984","3.1823076847134155e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"medea","819.5399999999998","1601904637.7999866","5.1145835423792596e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"sweet lucy","1650","1601240689.6999881","0.00010297316598245089","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"cody road double barrel","6804","1595917726.309986","0.00042462389172399754","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"salvadors premium margarita","4896.360000000001","1597976343.439987","0.0003055719339332323","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"stolichnaya gluten free premium","494.67","1602137662.869984","3.087135516153878e-05","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"penthouse spirits cherry for her","2159.0399999999995","1600828524.2599869","0.00013474132380772772","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"360 red raspberry flavored vodka","1638","1601250531.6699882","0.00010222427022985125","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"hillrock single malt whiskey opx finish","6237","1596524211.8999863","0.00038923856741366437","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"handy & schiller manhattan","2160","1600824205.939987","0.00013480123546793572","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"asbach uralt brandy","2190.7200000000007","1600802513.129987","0.00013671840859459083","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"stranahans sherry cask","2880","1600136093.359987","0.0001797349806239143","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"papas pilar sherry finish","2192.94","1600800322.409987","0.00013685695430882172","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"glenfarclas 105 6pk","3420","1599552351.739987","0.00021343528949089823","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"burnetts mango","2016.0000000000002","1600942542.2099874","0.00012581448643674","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"knappogue castle 16yr twin wood","3420","1599552351.739987","0.00021343528949089823","Category C","8","0.000076085073002676482700","99.95188570195993245900","Z","Category CZ"
"stock 84 riserva","1560.96","1601306559.8999882","9.741635949816155e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"le prince d oranges","216.04000000000002","1602304771.2099802","1.3482619865968905e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"yellowstone hand picked 109pr buy the barrel","52537.5","1560016228.5499873","0.003278759216850311","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"dalmore 15yr","4095","1598818151.5699868","0.0002555606755746281","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"zwack","1289.52","1601528532.6299868","8.047633757435762e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"jp wisers rye","1439.52","1601405294.9499876","8.983753448185316e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"glen moray elgin classic whiskey w 2 glasses","877.5","1601857098.4399862","5.4763001908848876e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"ha blantons bourbon mini","4095","1598818151.5699868","0.0002555606755746281","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"maestro dobel silver tequila","1775.52","1601121028.4099882","0.00011080661555464316","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"44 north huckleberry","1774.5399999999997","1601122802.9499881","0.00011074545573484751","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"stranahans blue peak","1354.5","1601459680.519987","8.453160807468467e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"scarlet ibis trinidad rum","2091.6","1600868788.699987","0.00013053252967811776","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"tamdhu 15 yo single malt scotch","5222.879999999999","1597596970.9599864","0.0003259493873614685","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"kilchoman sanaig","2646","1600354148.1099868","0.00016513151344822125","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"tullamore dew 14yr","2205","1600793739.989987","0.00013760959454018438","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"old parr","2879.0400000000004","1600138972.399987","0.00017967506896370632","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"hillrock double cask rye","5112","1597720872.6299865","0.00031902959060744785","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"cruzan banana","1632","1601255432.6499882","0.00010184982235355142","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"weller antique buy the barrel","26100","1579457738.8699868","0.0016288482619042231","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"sooh jinro chamisul original soju","866.25","1601866702.7099862","5.406091214078671e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"alize red passion","1079.82","1601691558.089986","6.738938429767886e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"torres jaime 1","3375","1599606687.8999865","0.00021062693041864957","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"stara sokolova medovina","1620","1601268400.9299881","0.00010110092660095177","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"old medley 12yr","2352.48","1600618589.3999863","0.00014681352333963398","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"edinburgh gin rhubarb & ginger liqueur","925.3800000000001","1601817589.669986","5.775109596172146e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"hussongs silver","2116.8","1600854088.879987","0.000132105210758577","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"ole smoky sour apple moonshine","1185.5999999999997","1601613972.6499865","7.399090035684469e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"modern matriarch silver rum round","318.75","1602247497.779982","1.9892543428428012e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"dekuyper mixologist ginger","1192.32","1601606841.2299867","7.44102819783005e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"heaven hill whiskey in a tube","1512","1601350998.5099883","9.4360864827555e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"barrel bourbon batch 24","3531.0600000000004","1599423811.0099874","0.00022036631968120793","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"breckenridge px cask finish","3510","1599448408.1599874","0.0002190520076353955","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"kammer williams pear brandy w pear","7160.22","1595596819.1499856","0.00044685486213991794","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"dimple pinch","3626.2200000000003","1599305658.279987","0.00022630506299932307","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"burnetts pear vodka","725.76","1601964667.059986","4.52932151172264e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"glenfarclas 21yr","4452.42","1598493240.139987","0.0002778665355658085","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"rebel distillers collection buy the barrel","47182.5","1564014906.9799864","0.0029445644872527206","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"paradise caribbean mist","437.4000000000001","1602176461.1599834","2.7297250182256984e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"three olives orange","7350.479999999999","1595372299.6199853","0.0004587286042973852","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"cedar ridge sir maple bourbon whiskey","33624.90000000001","1573711697.1299872","0.0020984620659656446","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"novo fogo silver cachaa","1932.84","1601011581.2099876","0.00012062463887122447","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"red stag black cherry mini","1389.6","1601437762.919987","8.672212815103864e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"barbancourt 3* rhum 4yr","5563.44","1597193008.4299865","0.0003472030488202464","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"brokers gin w stemless martini glass","1922.13","1601017367.5799878","0.00011995624941202929","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"fords gin","1488.8400000000001","1601363004.869988","9.29154960250377e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"nikka coffey gin","2363.04","1600597350.939986","0.00014747255160192166","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"morin calvados vsop","1050","1601708562.3999863","6.552837835246875e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"sugarlands root beer moonshine","1218","1601587559.7099864","7.601291888886374e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"kilbeggan single grain","569.81","1602083350.5799835","3.55606907324002e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"360 red delicious apple","1917","1601028882.199988","0.00011963609647779294","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"pinnacle blackberry","1542.24","1601323638.3599882","9.62480821241061e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"glendronach parliament 21yr","9175.68","1593299543.849987","0.000572635648267791","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"number juan reposado","2394","1600587863.0399861","0.00014940470264362875","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"templeton rye single barrel selection","59194.74","1555331346.1199877","0.0036942241135200153","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"dusse xo","12600","1589960470.8099866","0.0007863405402296251","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"deep eddy lemon vodka","2282.94","1600695084.1999867","0.00014247367245331905","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"kavalan distillery select","2292.48","1600688225.0999866","0.00014306904457663577","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"kru 82 vodka glass","4922.639999999999","1597951805.199987","0.0003072120156314254","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"360 madagascar vanilla vodka","1638","1601250531.6699882","0.00010222427022985125","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"deanston vo","596.22","1602065248.4999838","3.720888546791325e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"devlins irish whiskey","598.8000000000001","1602062857.9199839","3.736989805472218e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"merrys irish cream","1043.28","1601715886.5099862","6.510899673101295e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"ancnoc 12yr","1723.6799999999998","1601171639.379988","0.00010757138590341269","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"teeling single malt","1879.5","1601055372.2899883","0.00011729579725091904","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"sooh ricard anise liqueur","900","1601831218.499986","5.6167181444973215e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"kirk & sweeney 18yr","1719","1601175079.629988","0.00010727931655989882","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"barrel single barrel bourbon","4834.5","1598029869.579987","0.00030171137632858106","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"plymouth sloe gin","1244.76","1601572784.0799863","7.768295641716096e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"gray whale gin 6 750","1249.9199999999998","1601570292.2799864","7.800498159077879e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"boodles rhubarb strawberry british gin","2837.3399999999997","1600167582.1999867","0.0001770726562234225","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"balcones texas pot still bourbon vap w rocks glasses","1350","1601471834.509987","8.425077216745982e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"appalachian dark chocolate coffee sippin cream","1014","1601736450.659986","6.328169109466982e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"serpents bite apple cider disco","631.5800000000002","1602035065.4299843","3.941563161890688e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"hine rare vsop cognac","2194.92","1600795934.909987","0.00013698052210800067","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"ha the singleton of glendullan 18yr","1619.73","1601270020.6599882","0.00010108407644651829","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"woodford reserve personal selection barrel","62332.2","1553269418.2499876","0.0038900266525159545","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"port askaig 8yr","2439","1600554195.6599863","0.0001522130617158774","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"trails end bourbon","1554.4199999999998","1601312793.1199882","9.700821131299472e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"cruzan peach","1257","1601561522.9199865","7.844683008481259e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"rhum jm blanc","1431.54","1601409598.0899875","8.933951880637439e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"belle de brillet pear liqueur","2619.2999999999997","1600369941.5799868","0.00016346522039868702","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"patron roca reposado","2520","1600454863.019987","0.000157268108045925","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"palo viejo white","1260","1601552714.0999866","7.86340540229625e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"ardbeg 19 yo 6 750ml gb 2020 edition","4049.8199999999997","1598866954.689987","0.0002527410830660905","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"whistlepig 12 year old world","4644","1598257389.789987","0.00028982265625606177","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"straight corn whiskey","8505","1594159098.4799867","0.0005307798646549969","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"takovo kajsija apricot brandy","540","1602110405.5099838","3.370030886698393e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"auchentoshan american oak","1559.2800000000002","1601311238.6999881","9.731151409279759e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"stolichnaya citros","1439.04","1601406733.9899876","8.980757865174917e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"iowa legendary rye unaged disco","450","1602166676.4799836","2.8083590722486608e-05","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"iowa legendary rye purple label","32400","1574665998.089987","0.0020220185320190356","Category C","7","0.000066574438877341922300","99.95794397589777057400","Z","Category CZ"
"licor 43 original liqueur","38880","1569624842.2699876","0.002426422238422843","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"ha ardbeg 22yr","4949.88","1597937002.2699869","0.0003089120089898267","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"ha inchgower 27yr","4319.84","1598629093.5699868","0.0002695924856591701","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"barrell armida bourbon","3888","1599064999.4499865","0.00024264222384228428","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"glengoyne single malt scotch 21yr","5754.840000000001","1597046125.2499862","0.0003591479360742108","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"appleton estate 21yr","3689.46","1599254479.6899872","0.00023025174361552322","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"smirnoff fluffed marshmallow","3565.44","1599384780.5299873","0.00022251190601240588","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"barrell bourbon new year 2019","6912","1595828692.1699858","0.00043136395349739425","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"skinnygirl bare naked","3399.84","1599583008.1999867","0.00021217714462653083","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"martell cordon bleu cognac","7015.68","1595724221.999986","0.0004378344127998552","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"knappogue castle 21yr","3240.5400000000004","1599725670.3499868","0.00020223555351077057","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"rogue dead guy whiskey","3149.1600000000003","1599859871.659987","0.00019653271235472428","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"jose cuervo especial gold flask","3132","1599884990.599987","0.0001954617914285068","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"chareau aloe liqueur","3105","1599916147.289987","0.00019377677598515758","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"sauza tres generaciones plata","2976.48","1600007355.3799872","0.0001857561024748154","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"roger clynes mexican moonshine reposado","2970","1600028155.5599873","0.0001853516987684116","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"remy martin vsop mini","9069.84","1593472654.899987","0.0005660303877298621","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"roger clynes mexican moonshine anejo","2940.6","1600048824.2499871","0.00018351690417454247","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"duke double barrel rye founders reserve","2925.36","1600066407.9799871","0.00018256580656874093","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"barrell rye whiskey","2898","1600113014.059987","0.00018085832425281375","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"jewel of russia classic","2880.72","1600130333.359987","0.00017977991436907023","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"corazon and key organic vodka","2880","1600136093.359987","0.0001797349806239143","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"deleon reposado","2756.04","1600256919.2599869","0.00017199888749955998","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"tullamore dew 15yr","2700","1600316706.6399868","0.00016850154433491963","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"the arran the bothy quarter cask","2647.8","1600351502.1099868","0.0001652438478111112","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"tomatin single malt scotch 18yr","2627.1","1600364697.3999867","0.00016395200263787682","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"kauai dark hawaiian rum","2592","1600401116.3099868","0.00016176148256152284","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"hangar one straight vodka","2592","1600401116.3099868","0.00016176148256152284","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"glengoyne cask strength single malt scotch","2589.3","1600403705.6099868","0.00016159298101718796","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"chinaco anejo tequila","2580.48","1600414040.399987","0.00016104254263902719","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"bruichladdich pc islay barley 2011","2158.56","1600830682.8199868","0.00013471136797762375","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"tyrconnell port cask","2125.44","1600847728.819987","0.00013264441570044874","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"the pogues irish whiskey","2059.2000000000003","1600895750.619987","0.00012851051114609873","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"drumshanbo single pot still irish whisky","2050.41","1600903958.589987","0.00012796194500731947","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"grand marnier cordon rouge liqueur mini","2041.2000000000003","1600912136.9699872","0.00012738716751719927","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
"chinaco reposado tequila","2005.92","1600948578.0499876","0.00012518541400455632","Category C","6","0.000057063804752007362000","99.96444924963949941300","Z","Category CZ"
